abdominales aβðominales
alpechín alpeʧin
porrismo porizmo
chispero ʧispeɾo
procreador pɾokɾeaðoɾ
albardinar alβaɾðinaɾ
esmeraldero ezmeɾal̪deɾo
agrillo aɣɾiʝo
colisa kolisa
rifabutina rifaβutina
implacabilidad implakaβiliðað
hemiparásita emipaɾasita
garambullo ɡaɾambuʝo
chambrita ʧambɾita
posgusto pozɣusto
guardadito ɡwaɾðaðito
pestañita pestaɲita
pachuqueño paʧukeɲo
hipoparatiroidismos ipopaɾatiɾojðizmos
patasca pataska
clasicómano klasikomano
subrango suβraŋɡo
tinajón tinaxon
hipoparatiroidismo ipopaɾatiɾojðizmo
lombarda ˌkol lombaɾða
alhábega alaβeɣa
santo ˌpalo santo
víbria biβɾja
transcarbamilasas tɾanskaɾβamilasas
gestágenos xestaxenos
gestágeno xestaxeno
diablico djaβliko
italoparlante italopaɾlante
enebrina eneβɾina
fatigabilidad fatiɣaβiliðað
falseta falseta
tucúquere tukukeɾe
parseo paɾseo
fenetilamina fenetilamina
histoquímica istokimika
menjurje meŋxuɾxe
secaral sekaɾal
etílico alkoˌol etiliko
matrilocalidad matɾilokaliðað
tamaral tamaɾal
túrmix tuɾmiɣs
boquirrubio bokiruβjo
sopón sopon
hayuco aʝuko
pellín peʝin
pastle pastle
papa pasˌtel̪ de papa
marsupial ˌbolsa maɾsupjal
reempaque reempake
extensibles aliˌkates eɣstensiβles
loro ˌpiko ðe loɾo
yagual ʝaɣwal
ponchadora ponʲʧaðoɾa
terminales aliˌkatez ðe teɾminales
ñaco ɲako
chantajeador ʧantaxeaðoɾ
micrero mikɾeɾo
jocheo xoʧeo
motoniveladora motoniβelaðoɾa
toquito tokito
porongueño poɾoŋɡeɲo
samaipateño samajpateɲo
erguén eɾɣen
tipoterio tipoteɾjo
supercarga supeɾkaɾɣa
botocudo botokuðo
hipergamia ipeɾɣamja
pifostio pifostjo
lebrero leβɾeɾo
rabión raβjon
protectoría pɾoteɣtoɾia
fundería fundeɾia
fardacho faɾðaʧo
mofador mofaðoɾ
polín polin
iglesita iɣlesita
noájida noaxiða
guama ɡwama
impás impas
trikipoteo tɾikipoteo
chalupero ʧalupeɾo
cascarita kaskaɾita
poteo poteo
chino ˌbarjo ʧino
pac-choy paɣʧoj
pachikay paʧikaj
jacau xakaw
tipakay tipakaj
sillao siʝao
ingletadora iŋɡletaðoɾa
ingletadora ˌsjera iŋɡletaðoɾa
inglete ˌsjera ðe iŋɡlete
salamanquera salamaŋkeɾa
salamanquero salamaŋkeɾo
salamanca salamaŋka
pupilente pupilente
estatuita estatwita
excurso eɣskuɾso
alegalidad aleɣaliðað
cochinadita koʧinaðita
barranquista baraŋkista
ungüentario uŋɡwentaɾjo
reivindicador rejβindikaðoɾ
tampiqueño tampikeɲo
tragadero tɾaɣaðeɾo
firulais fiɾulajs
tlalpeño tlalpeɲo
desgarradura dezɣaraðuɾa
bolate bolate
muete mwete
enganchador eŋɡanʲʧaðoɾ
allen ˌʝaβe alen
alguillo alɣiʝo
wachita waʧita
wachito waʧito
astroquímica astɾokimika
astroquímica astɾokimika
chapiadora ʧapjaðoɾa
acrobática koɣteleˌɾia akɾoβatika
morrito morito
estereofonía esteɾeofonia
temblador temblaðoɾ
daguestaní daɣestani
ampliador ampljaðoɾ
chaimas ʧajmas
pechito peʧito
pechito peʧito
minicadena minikaðena
minicomponente minikomponente
encofrador eŋkofɾaðoɾ
neutropénicas newtɾopenikas
neutropénico newtɾopeniko
neutropénicos newtɾopenikos
neutropénica newtɾopenika
mílite milite
mílites milites
amix amiɣs
politiqués politikes
esquilín eskilin
volquetero bolketeɾo
feladora felaðoɾa
felador felaðoɾ
coletero koleteɾo
órgia oɾxja
kartódromos kaɾtoðɾomos
parroquialidad parokjaliðað
salea salea
aparatillo apaɾatiʝo
bomba ˌfɾuta βomba
delantero aleˌɾon delanteɾo
argipresina aɾxipɾesina
argipresinas aɾxipɾesinas
seitán sejtan
contractualista kontɾaɣtwalista
librita liβɾita
esquinita eskinita
alemán aˌsaðo aleman
goterón ɡoteɾon
chicharrita ʧiʧarita
emplegoste empleɣoste
plumofobia plumofoβja
bananal bananal
socorrano sokorano
noventavo noβentaβo
alhajero alaxeɾo
anudamiento anuðamjento
arraclán araklan
toche toʧe
cuerdita kweɾðita
marujeo maɾuxeo
subtarea suβtaɾea
compulsivo akumulaˌðoɾ kompulsiβo
chivarro ʧiβaro
inalienabilidad inaljenaβiliðað
guilla ɡiʝa
sindicalero sindikaleɾo
estenógrafa estenoɣɾafa
changuito ʧaŋɡito
rumbita rumbita
derrelicto dereliɣto
incompatibilista iŋkompatiβilista
pedigüeñismo peðiɣweɲizmo
sargentón saɾxenton
pepillo pepiʝo
tusán tusan
yina ʝina
robaperas roβapeɾas
estatalismo estatalizmo
test eɣˌsamen ˌtipo test
mojada esˌpal̪da moxaða
singlés siŋɡles
alisamiento alisamjento
numerote numeɾote
ajonjera axoŋxeɾa
retrabajo retɾaβaxo
contestón konteston
linteles linteles
covidiano koβiðjano
garguero ɡaɾɣeɾo
gargüero ɡaɾɣweɾo
guarguero ɡwaɾɣeɾo
caganidos kaɣaniðos
agoho aɣoo
hontanar ontanaɾ
güilada ɡwilaða
bolidismo boliðizmo
porongas poɾoŋɡas
fardachos faɾðaʧos
sedevacantismo seðeβakantizmo
péñola peɲola
péñolas peɲolas
furgonero fuɾɣoneɾo
gilicórner xilikoɾneɾ
global resul̪ˌtaðo ɣloβal
aparatito apaɾatito
brisilla bɾisiʝa
atyreño atiɾeɲo
dragomanes dɾaɣomanes
unturas untuɾas
funderías fundeɾias
polines polines
desalojamiento desaloxamjento
ardura aɾðuɾa
pasérido paseɾiðo
gonococo ɡonokoko
comalia komalja
infinita rekuɾsiβiˌðað iɱfinita
olisqueos oliskeos
baboseos baβoseos
manicuros manikuɾos
general ɡoβeɾnaˌðoɾ xeneɾal
disfobia disfoβja
biofábrica bjofaβɾika
colubaria koluβaɾja
flotadura flotaðuɾa
estrígil estɾixil
cambote kambote
arbolón aɾβolon
amapolero amapoleɾo
bolado bolaðo
culí kuli
cúa kua
hulera uleɾa
muñidor muɲiðoɾ
güirila ɡwiɾila
cabuyería kaβuʝeɾia
antártica ˌaʝa antaɾtika
Telmo ˌfweɣo ðe ˌsan telmo
santelmo santelmo
flanqueos flaŋkeos
diplococos diplokokos
diplococo diplokoko
delantalito delantalito
aterpe ateɾpe
langostinito laŋɡostinito
saltamuros sal̪tamuɾos
convólvulo kombolβulo
alcándara alkandaɾa
magullamiento maɣuʝamjento
taxqueño taskeɲo
disuasor diswasoɾ
sodita soðita
progenitura pɾoxenituɾa
fustete fustete
asperidad aspeɾiðað
cuchito kuʧito
firmita fiɾmita
malinchismo malinʲʧizmo
papahígo papaiɣo
tamanaco tamanako
busetita busetita
trotacalles tɾotakaʝes
teúrgia teuɾxja
orinola oɾinola
pestañas ˌmaskaɾa ðe pestaɲas
grado ˌtitulo ðe ɣɾaðo
paletoque paletoke
dentales apaˌɾatoz ðentales
salvadoreña kesaˌðiʝa salβaðoɾeɲa
perjumen peɾxumen
pegón peɣon
pegón peɣon
fantasmita fantazmita
corrigüela koriɣwela
metegol meteɣol
chachí ʧaʧi
epacta epaɣta
raspalengua raspaleŋɡwa
chavalillo ʧaβaliʝo
micropresa mikɾopɾesa
wispie wispje
multiempleo mul̪tjempleo
microplanta mikɾoplanta
güirito ɡwiɾito
scrach skɾaʧ
tranquero tɾaŋkeɾo
tacotal takotal
trincaje tɾiŋkaxe
tropelaje tɾopelaxe
baracoeso baɾakoeso
caibariense kajβaɾjense
sanrafaelino sanrafaelino
desastrillo desastɾiʝo
picódromo pikoðɾomo
lavamiento laβamjento
contrafuero kontɾafweɾo
protodermis pɾotoðeɾmis
osmolito ozmolito
agroforestería aɣɾofoɾesteɾia
loteamiento loteamjento
tendinopatía tendinopatia
exclub eɣskluβ
hendedor endeðoɾ
micromecánica mikɾomekanika
risedronato riseðɾonato
craquelado kɾakelaðo
guitarrita ɡitarita
pajarete paxaɾete
estigmasterol estiɣmasteɾol
glioblastos ɡljoβlastos
rodriguista roðɾiɣista
riocaribeño rjokaɾiβeɲo
vivián biβjan
agramadera aɣɾamaðeɾa
anca ˌpunta ðe aŋka
abordamiento aβoɾðamjento
barranquistas baraŋkistas
alnado alnaðo
espantaviejas espantaβjexas
beteravas beteɾaβas
estrígiles estɾixiles
antruejos antɾwexos
repelón repelon
sobeteo soβeteo
afilamiento afilamjento
tornera toɾneɾa
quimiolitótrofo kimjolitotɾofo
pacará pakaɾa
paravientos paɾaβjentos
nuberu nuβeɾu
cohetera koeteɾa
monópode monopoðe
pentahidratado pentajðɾataðo
aflechamiento afleʧamjento
talayote talaʝote
intergiro inteɾxiɾo
poscolonialidad poskolonjaliðað
tortero toɾteɾo
tortero toɾteɾo
cabileño kaβileɲo
preeuropeo pɾeewɾopeo
inoponibilidad inoponiβiliðað
petenero peteneɾo
afroporteño afɾopoɾteɲo
noveldense noβel̪dense
inclinómetro iŋklinometɾo
himatión imatjon
guatusos ɡwatusos
isobutil isoβutil
ctenocasmátido ɡtenokazmatiðo
turboláser tuɾβolaseɾ
didanosina diðanosina
blocaje blokaxe
presuntuosidad pɾesuntwosiðað
minitérmino miniteɾmino
guanarteme ɡwanaɾteme
interpueblo inteɾpweβlo
tirilla tiɾiʝa
clavillo klaβiʝo
alhameño alameɲo
olanchano olanʲʧano
abortón aβoɾton
parápodo paɾapoðo
narcoliteratura naɾkoliteɾatuɾa
telemercadeo telemeɾkaðeo
descontaminante deskontaminante
homotetrámero omotetɾameɾo
litófita litofita
tritía tɾitia
mamatón mamaton
compaginador kompaxinaðoɾ
neurosicóloga newɾosikoloɣa
exadiestrador eɣsaðjestɾaðoɾ
microvegetal mikɾoβexetal
regateador reɣateaðoɾ
microagresión mikɾoaɣɾesjon
poroplás poɾoplas
jirajara xiɾaxaɾa
delfio delfjo
chimila ʧimila
osmófilo ozmofilo
miniriego miniɾjeɣo
microbrote mikɾoβɾote
postesclavitud postesklaβituð
pámper pampeɾ
granadinidista ɡɾanaðiniðista
ordoñista oɾðoɲista
chancadora ʧaŋkaðoɾa
tehuana tewana
ponchador ponʲʧaðoɾ
tigurino tiɣuɾino
semirraya semiraʝa
salado ˌlaɣo salaðo
salino ˌlaɣo salino
contramelodía kontɾameloðia
aerocubierta aeɾokuβjeɾta
calíope kaliope
precámara pɾekamaɾa
acupresión akupɾesjon
pactante paɣtante
tomacorriente tomakorjente
extensionalidad eɣstensjonaliðað
adobón aðoβon
bullón buʝon
ordovico oɾðoβiko
carranguero karaŋɡeɾo
bongosero boŋɡoseɾo
jonsista xonsista
floreana floɾeana
fomentador fomentaðoɾ
calameño kalameɲo
villismo biʝizmo
batatilla batatiʝa
chatría ʧatɾia
falsetista falsetista
yuyal ʝuʝal
entrampamiento entɾampamjento
predescubrimiento pɾeðeskuβɾimjento
rabudito raβuðito
casillera kasiʝeɾa
preadhesión pɾeaðesjon
electrodepositado eleɣtɾoðepositaðo
bienestarista bjenestaɾista
aletilla aletiʝa
tunjano tuŋxano
chinchinero ʧinʲʧineɾo
descanso ˌaɾea ðe ðeskanso
bocarte bokaɾte
electrodepositados eleɣtɾoðepositaðos
petidina petiðina
fotosintato fotosintato
metilamonio metilamonjo
dioxano djoɣsano
antipatrón antipatɾon
polimetría polimetɾia
cují kuxi
ibirapitá iβiɾapita
calculabilidad kalkulaβiliðað
esponjosidad espoŋxosiðað
ahuyentador awʝentaðoɾ
nuristaní nuɾistani
arapajó aɾapaxo
arapajó aɾapaxo
sandáraca sandaɾaka
lavándula laβandula
erómeno eɾomeno
polirritmo poliriðmo
pasabolo pasaβolo
inadmisión inaðmisjon
estifnato estivnato
probadero pɾoβaðeɾo
regajo reɣaxo
efebía efeβia
microimpresión mikɾoimpɾesjon
geomática xeomatika
adecuamiento aðekwamjento
inmunogenética immunoxenetika
ectropión eɣtɾopjon
miliamperio miljampeɾjo
tambalacoque tambalakoke
deilamita dejlamita
artúquida aɾtukiða
sucrosa sukɾosa
hidatsa iðatsa
lerrouxista lerowɣsista
cumbiambero kumbjambeɾo
piquiplano pikiplano
javierista xaβjeɾista
hermeneútica eɾmeneutika
cárpato kaɾpato
rehilete rejlete
txangurro ʧaŋɡuro
retroflexión retɾofleɣsjon
estenógrafas estenoɣɾafas
patafísica patafisika
rescatadoras reskataðoɾas
matalahúga matalauɣa
matalahúva matalauβa
albardán alβaɾðan
micromovilidad mikɾomoβiliðað
microangiopatía mikɾoaŋxjopatia
jichi xiʧi
araar aɾaaɾ
shékel ʃekel
presión ˌɡɾupo ðe pɾesjon
yanquista ʝaŋkista
sacasista sakasista
kabulí kaβuli
picual pikwal
voluminosidad boluminosiðað
derrapaje derapaxe
gálbulo ɡalβulo
soldabilidad sol̪daβiliðað
reflectometría refleɣtometɾia
tecnópolis teɣnopolis
pterigopodio teɾiɣopoðjo
supernodo supeɾnoðo
exonártex eɣsonaɾteɣs
globósido ɡloβosiðo
tripanosomátido tɾipanosomatiðo
sismograma sizmoɣɾama
mayito maʝito
indispensabilidad indispensaβiliðað
desensamblador desensamblaðoɾ
multicolinealidad mul̪tikolinealiðað
ibaguereño iβaɣeɾeɲo
triyoduro tɾiʝoðuɾo
olvereño olβeɾeɲo
jimenista ximenista
almanseño almanseɲo
ledesmino leðezmino
agrupador aɣɾupaðoɾ
rocosidad rokosiðað
kemalista kemalista
pita ˌpan de pita
hipsometría iβsometɾia
nadie ˌtjera ðe naðje
coreana ˌola koɾeana
mayor koˌlexjo maʝoɾ
cacahuananche kakawananʲʧe
protolito pɾotolito
salonista salonista
instrumentalidad instɾumentaliðað
prusés pɾuses
micropyme mikɾopime
sondikarra sondikara
mordisqueos moɾðiskeos
algara alɣaɾa
pirobo piɾoβo
higuerote iɣeɾote
destacador destakaðoɾ
rejoneadoras rexoneaðoɾas
epifaringe epifaɾiŋxe
pulsímetros pulsimetɾos
pulsimetro pulsimetɾo
pública saˌluð puβlika
cayetana kaʝetana
goterones ɡoteɾones
posesa posesa
posesas posesas
chanchau ʧanʲʧaw
guangoche ɡwaŋɡoʧe
corografía koɾoɣɾafia
lumpiá lumpja
marfil ˌtore ðe maɾfil
arte koˌmeðja ðel aɾte
marfil ˌtorez ðe maɾfil
neutral ˌbote newtɾal
miarma mjaɾma
aporreador aporeaðoɾ
clavito klaβito
apartamentico apaɾtamentiko
chancuco ʧaŋkuko
vellón reˌal̪ de βeʝon
bestión bestjon
neófilo neofilo
bandejado bandexaðo
huérfanas ˌoβɾaz w̝eɾfanas
huérfana ˌoβɾa w̝eɾfana
versiones konˌtɾol̪ de βeɾsjones
aguantadero aɣwantaðeɾo
ivabradina iβaβɾaðina
yoltamal ʝol̪tamal
fluoreno flwoɾeno
abiraterona aβiɾateɾona
filarca filaɾka
mesotelina mesotelina
periparto peɾipaɾto
musicograma musikoɣɾama
idoxuridina iðoɣsuɾiðina
carbino kaɾβino
sinedrión sineðɾjon
nanictidópido naniɣtiðopiðo
metcatinona meðkatinona
xipamida sipamiða
escaloposáurido eskaloposawɾiðo
eslaframina eslafɾamina
diguanilato diɣwanilato
toxoflavina toɣsoflaβina
retinocoroidopatía retinokoɾojðopatia
coralívoro koɾaliβoɾo
guraberos ɡuɾaβeɾos
yaresaní ʝaɾesani
videoproyector biðeopɾoʝeɣtoɾ
tagarnina taɣaɾnina
caimiento kajmjento
adornito aðoɾnito
chochito ʧoʧito
diaulo djawlo
menesterosidad menesteɾosiðað
ovil oβil
rúter ruteɾ
choquiya ʧokiʝa
tamborín tamboɾin
tamborines tamboɾines
cosmópolis kozmopolis
carpinchito kaɾpinʲʧito
chuponeo ʧuponeo
charangón ʧaɾaŋɡon
mamagüevo mamaɣweβo
locoto lokoto
muleto muleto
intelectual pɾopjeˌðað inteleɣtwal
lametón lameton
colmenita kolmenita
cortinón koɾtinon
umbélula umbelula
murgón muɾɣon
cocherón koʧeɾon
estoqueador estokeaðoɾ
mirobálano miɾoβalano
troncalidad tɾoŋkaliðað
revolturas reβol̪tuɾas
nieve muˌɲeko ðe njeβe
escribidoras eskɾiβiðoɾas
escribidora eskɾiβiðoɾa
andarinas andaɾinas
borrachinas boraʧinas
borrachina boraʧina
salida banˌdexa ðe saliða
baleros baleɾos
esjatología esxatoloxia
escamocho eskamoʧo
escamocha eskamoʧa
marimberas maɾimbeɾas
billetero biʝeteɾo
billetero biʝeteɾo
culén kulen
nictibio niɣtiβjo
molasa molasa
esteral esteɾal
endoglina endoɣlina
barrero bareɾo
xantóforo santofoɾo
psicostasis sikostasis
desencofrado deseŋkofɾaðo
embovedamiento emboβeðamjento
escabino eskaβino
sagartio saɣaɾtjo
dacrón dakɾon
shigelosis ʃixelosis
preclaridad pɾeklaɾiðað
malbaratamiento malβaɾatamjento
dipsomaníaco diβsomaniako
fariano faɾjano
rabiones raβjones
popular konˌsul̪ta populaɾ
apiñadero apiɲaðeɾo
posfordismo posfoɾðizmo
lábrido laβɾiðo
minijefe minixefe
correpetidor korepetiðoɾ
siringuero siɾiŋɡeɾo
olintio olintjo
postcráneo pozðkɾaneo
carhuense kaɾw̝ense
carmona kaɾmona
mandacaru mandakaɾu
bínubo binuβo
escorpina eskoɾpina
primitividad pɾimitiβiðað
inculpabilidad iŋkulpaβiliðað
teibol tejβol
programita pɾoɣɾamita
carhuenses kaɾw̝enses
canindeyuenses kanindeʝwenses
canindeyuense kanindeʝwense
transportabilidad tɾanspoɾtaβiliðað
caobilla kaoβiʝa
clavera klaβeɾa
panilla paniʝa
ligoteo liɣoteo
hostia ˌmala ostja
veintidosavo beintiðosaβo
retoñito retoɲito
chigüiros ʧiɣwiɾos
casón kason
aseidad asejðað
chigüiro ʧiɣwiɾo
coronel teˌnjente koɾonel
huelgista w̝elxista
pujamen puxamen
sinarquista sinaɾkista
faringoamigdalitis faɾiŋɡoamiɣðalitis
pinoy pinoj
meticón metikon
pixbae piɣzβae
fustetes fustetes
pifá pifa
pibá piβa
madrevieja maðɾeβjexa
carrerino kareɾino
gánigo ɡaniɣo
vaca ˌkaɾne ðe βaka
minifundismo minifundizmo
mirla miɾla
funámbulas funambulas
funámbula funambula
losanje losaŋxe
benque beŋke
metros ˌsjete metɾos
metros ˌsjete metɾos
postfranquismo pozðfɾaŋkizmo
jotanés xotanes
otóloga otoloɣa
tormentón toɾmenton
ratona ˌmesa ratona
torneras toɾneɾas
carindería kaɾindeɾia
industrial pɾopjeˌðað industɾjal
serie ˌnumeɾoz ðe seɾje
serie ˌnumeɾo ðe seɾje
guayabita ɡwaʝaβita
politicastras politikastɾas
histórico mateɾjaˌlizmo istoɾiko
videoensayo biðeoensaʝo
revolú reβolu
postraumático tɾasˌtoɾno poɾ esˌtɾes postɾawmatiko
algarrobina alɣaroβina
sesiones ˌdjaɾjo ðe sesjones
técnico aˌnalisis teɣniko
soberana ˌdewða soβeɾana
mangabeira maŋɡaβejɾa
guerra ˌkɾimen de ɣera
inversión reˌtoɾno ðe la imbeɾsjon
semantemas semantemas
kun ˌʧuŋ kun
navarrista naβarista
portalillo poɾtaliʝo
arrelde arel̪de
tierra temˌbloɾ ðe tjera
sepultamiento sepul̪tamjento
guiñote ɡiɲote
QR ˌkoðiɣo ˌkju aɾ
alfolí alfoli
turbomotor tuɾβomotoɾ
umbandismo umbandizmo
vida ˌoxa ðe βiða
balbinista balβinista
motoniveladoras motoniβelaðoɾas
tinajones tinaxones
bolómetros bolometɾos
audiómetros awðjometɾos
aerodinos aeɾoðinos
neerlandófona neeɾlandofona
neerlandófonos neeɾlandofonos
adobones aðoβones
neófilos neofilos
codificadoras koðifikaðoɾas
cortinones koɾtinones
anamorfos anamoɾfos
holometábolo olometaβolo
caprélido kapɾeliðo
neerlandófonas neeɾlandofonas
doblilla doβliʝa
juliano kalenˌdaɾjo xuljano
séptimos biˌxesimos seβtimos
séptima biˌxesima seβtima
séptimas biˌxesimas seβtimas
largo ˌpwesta ðe laɾɣo
villaje biʝaxe
incompatibilismo iŋkompatiβilizmo
perdigonada peɾðiɣonaða
volador raˌtom bolaðoɾ
chimal ʧimal
chimayó ʧimaʝo
potasio niˌtɾato ðe potasjo
ruejo rwexo
tarajal taɾaxal
chacruna ʧakɾuna
gachamiga ɡaʧamiɣa
bebienda beβjenda
sarmatista saɾmatista
yusivo ʝusiβo
hipercloremia ipeɾkloɾemja
tayín taʝin
vida ˌoxaz ðe βiða
cuidante kwiðante
guardatojo ɡwaɾðatoxo
bolivianismo boliβjanizmo
japos xapos
veranos ˌplenoz βeɾanos
inviernos ˌplenos imbjeɾnos
verano ˌpleno βeɾano
invierno ˌpleno imbjeɾno
cocolo kokolo
defenestramiento defenestɾamjento
desempolvamiento desempolβamjento
filosofador filosofaðoɾ
atracón tɾasˌtoɾno poɾ atɾakon
mefedrona mefeðɾona
Emperador-Dios empeɾaˌðoɾ ðjos
amarraco amarako
epsomita eβsomita
carcunda kaɾkunda
pantallero pantaʝeɾo
arco ˌlampaɾa ðe aɾko
pinabete pinaβete
cardiotoxina kaɾðjotoɣsina
morfogenía moɾfoxenia
conversión teˌɾapja ðe kombeɾsjon
gatuperio ɡatupeɾjo
sínodo ˌsanto sinoðo
planchar ˌʝero ðe planʲʧaɾ
mamerto mameɾto
borrachero boraʧeɾo
kitipó kitipo
manometría manometɾia
pitilín pitilin
blasfemador blasfemaðoɾ
márraga maraɣa
minipimer minipimeɾ
basmachíes bazmaʧies
leyteñas lejteɲas
caxcana kaɣskana
leyteña lejteɲa
caxcanas kaɣskanas
limpiacascos limpjakaskos
paleotoca paleotoka
bulaqueñas bulakeɲas
empresarial ˌpaɾke empɾesaɾjal
bulaqueña bulakeɲa
muscular meˌmoɾja muskulaɾ
industrial ˌpaɾke industɾjal
huiro w̝iɾo
sieso sjeso
nitro ˌsal̪ de nitɾo
compañere kompaɲeɾe
vapeadoras bapeaðoɾas
estoqueadores estokeaðoɾes
macaneadoras makaneaðoɾas
regateadoras reɣateaðoɾas
regateadora reɣateaðoɾa
macaneadora makaneaðoɾa
procreadoras pɾokɾeaðoɾas
regateadores reɣateaðoɾes
procreadores pɾokɾeaðoɾes
guerreadores ɡereaðoɾes
guerreadoras ɡereaðoɾas
paquetón paketon
guerreadora ɡereaðoɾa
radiograbadora raðjoɣɾaβaðoɾa
plantintá plantinta
martinelli maɾtineli
chingongo ʧiŋɡoŋɡo
canyac kaɲʝak
negrense neɣɾense
antiqueño antikeɲo
tarlaqueño taɾlakeɲo
davaoeño daβaoeɲo
marinduqueño maɾindukeɲo
romblomano romblomano
mindoreño mindoɾeɲo
voxista boɣsista
tolmo tolmo
cuatropea kwatɾopea
aquiva akiβa
aquivas akiβas
aquivos akiβos
doutka dowðka
dutka duðka
dudka duðka
aquivo akiβo
nihilidades niiliðaðes
nihilidad niiliðað
pitote pitote
sepiólido sepjoliðo
morterada moɾteɾaða
huangana w̝aŋɡana
pacae pakae
pacora pakoɾa
anamú anamu
napelo napelo
corroncha koronʲʧa
corroncho koronʲʧo
aguantaderos aɣwantaðeɾos
travestimenta tɾaβestimenta
otomía otomia
primario kaˌɾaɣteɾ seɣˌswal pɾimaɾjo
secundario kaˌɾaɣteɾ seɣˌswal sekundaɾjo
pndejo pendexo
fabuladoras faβulaðoɾas
fabuladora faβulaðoɾa
noúmeno noumeno
