abactor ɐbɐktoɾ
antimonarquismo ˌɐ̃timunɐɾkiʒmu
antipolo ˌɐ̃tipɔlu
antipoluente ˌɐ̃tipulwẽtɨ
antiprostaglandina ˌɐ̃tipɾɔʃtɐɡlɐ̃dinɐ
antioxidação ˌɐ̃tiɔksidɐsɐ̃w̃
antirrealismo ˌɐ̃tiʁjɐliʒmu
antirracismo ˌɐ̃tiʁɐsiʒmu
antiprovérbio ˌɐ̃tipɾuvɛɾbju
antipoluição ˌɐ̃tipulujsɐ̃w̃
antinatalismo ˌɐ̃tinɐtɐliʒmu
antiptose ˌɐ̃tiptɔzɨ
antiprotecionismo ˌɐ̃tipɾutɛsjuniʒmu
antirreformismo ˌɐ̃tiʁɨfuɾmiʒmu
antimonopolo ˌɐ̃tiˌmɔnɔpɔlu
antipartidarismo ˌɐ̃tipɐɾtidɐɾiʒmu
antiplasmina ˌɐ̃tiplɐʒminɐ
antiprotozoário ˌɐ̃tiˌpɾɔtɔzwaɾju
antinativista ˌɐ̃tinɐtiviʃtɐ
antirromantismo ˌɐ̃tiʁumɐ̃tiʒmu
antirracionalismo ˌɐ̃tiʁɐsjunɐliʒmu
antirreducionismo ˌɐ̃tiʁɨdusjuniʒmu
antirrábico ˌɐ̃tiʁabiku
antissoro ˌɐ̃tisoɾu
antimodernização ˌɐ̃timudɨɾnizɐsɐ̃w̃
antirromântico ˌɐ̃tiʁumɐ̃tiku
antioquenho ɐ̃tjukɐ(j)ɲu
antirreformista ˌɐ̃tiʁɨfuɾmiʃtɐ
antitempo ˌɐ̃titẽpu
antirrevisionismo ˌɐ̃tiʁɨvizjuniʒmu
antissionista ˌɐ̃tisjuniʃtɐ
antipositivista ˌɐ̃tipuzitiviʃtɐ
antissimetria ˌɐ̃tisimɨtɾiɐ
antirracista ˌɐ̃tiʁɐsiʃtɐ
antissepsia ˌɐ̃tisɛpsiɐ
antirreligiosidade ˌɐ̃tiʁɨliʒjuzidadɨ
antiteologia ˌɐ̃titjuluʒiɐ
antissimetrização ˌɐ̃tisimɨtɾizɐsɐ̃w̃
antimetabólico ˌɐ̃timɨtɐbɔliku
antipsiquiatria ˌɐ̃tipsikjɐtɾiɐ
antiquimotripsina ˌɐ̃tiˌkimɔtɾipsinɐ
antissociedade ˌɐ̃tisusjɛdadɨ
antinauseante ˌɐ̃tinawzjɐ̃tɨ
antissifilítico ˌɐ̃tisifilitiku
antirreducionista ˌɐ̃tiʁɨdusjuniʃtɐ
antiprogressismo ˌɐ̃tipɾuɡɾɨsiʒmu
antissocialista ˌɐ̃tisusjɐliʃtɐ
antirreumático ˌɐ̃tiʁewmatiku
antipsicótico ˌɐ̃tipsikɔtiku
antiteatro ˌɐ̃titjatɾu
antiterminação ˌɐ̃titɨɾminɐsɐ̃w̃
antitrinitarismo ˌɐ̃titɾinitɐɾiʒmu
antitotalitarismo ˌɐ̃titutɐlitɐɾiʒmu
antitrombótico ˌɐ̃titɾõbɔtiku
anténula ɐ̃tɛnulɐ
antipolítica ˌɐ̃tipulitikɐ
antiutilitarismo ˌɐ̃tiutilitɐɾiʒmu
antirrepublicano ˌɐ̃tiʁɨpublikɐnu
antitrágico ˌɐ̃titɾaʒiku
antitransformada ˌɐ̃titɾɐ̃ʃfuɾmadɐ
antioqueno ɐ̃tjukenu
antiteticidade ɐ̃titɨtisidadɨ
antipluralista ˌɐ̃tipluɾɐliʃtɐ
antirrealista ˌɐ̃tiʁjɐliʃtɐ
antiurbanização ˌɐ̃tiuɾbɐnizɐsɐ̃w̃
antraz ɐ̃tɾaʃ
antivírus ˌɐ̃tiviɾuʃ
antofilita ɐ̃tufilitɐ
antiuniverso ˌɐ̃tiunivɛɾsu
antiópera ˌɐ̃tiɔpɨɾɐ
antrona ɐ̃tɾonɐ
antitrinitário ˌɐ̃titɾinitaɾju
antiuniversalista ˌɐ̃tiunivɨɾsɐliʃtɐ
antitotalitário ˌɐ̃titutɐlitaɾju
antitradicionalismo ˌɐ̃titɾɐdisjunɐliʒmu
antímero ɐ̃timɨɾu
antiágua ˌɐ̃tiaɡwɐ
antivórtice ˌɐ̃tivɔɾtisɨ
antiveneno ˌɐ̃tivɨnenu
antoxantina ɐ̃tuksɐ̃tinɐ
antipoema ˌɐ̃tipwemɐ
antiépico ˌɐ̃tiɛpiku
antiuniversalismo ˌɐ̃tiunivɨɾsɐliʒmu
antitradicionalista ˌɐ̃titɾɐdisjunɐliʃtɐ
antivitamina ˌɐ̃tivitɐminɐ
antisséptico ˌɐ̃tisɛptiku
antódio ɐ̃tɔdju
antracose ɐ̃tɾɐkɔzɨ
antiteatralidade ˌɐ̃titjɐtɾɐlidadɨ
antúrio ɐ̃tuɾju
antivacinista ˌɐ̃tivɐsiniʃtɐ
anurese ɐnuɾezɨ
antífrase ɐ̃tifɾɐzɨ
antirressonância ˌɐ̃tiʁɨsunɐ̃sjɐ
antítipo ɐ̃titipu
anófele ɐnɔfɨlɨ
antissigma ˌɐ̃tisiɡmɐ
aná ɐna
antracotério ɐ̃tɾɐkutɛɾju
antrustião ɐ̃tɾuʃtjɐ̃w̃
antítrago ˌɐ̃ˌtitɾaɡu
antóforo ɐ̃tɔfuɾu
antiquarismo ɐ̃tikwɐɾiʒmu
antozoário ɐ̃tuzwaɾju
antitecnologista ˌɐ̃titɛknuluʒiʃtɐ
antélice ɐ̃tɛlisɨ
antirromance ˌɐ̃tiʁumɐ̃sɨ
antropogenética ɐ̃ˌtɾɔpɔʒɨnɛtikɐ
aortopexia ɐuɾtupɨksiɐ
antracnose ɐ̃tɾɐknɔzɨ
antirracionalidade ˌɐ̃tiʁɐsjunɐlidadɨ
antissocialidade ˌɐ̃tisusjɐlidadɨ
antiteísta ˌɐ̃titɐiʃtɐ
antuerpiano ɐ̃twɨɾpjɐnu
antropodiceia ɐ̃ˌtɾɔpɔdisɐjɐ
antístrofe ɐ̃tiʃtɾufɨ
antirracionalista ˌɐ̃tiʁɐsjunɐliʃtɐ
antivivisseccionista ˌɐ̃tivivisɛksjuniʃtɐ
antuerpiense ɐ̃twɨɾpjẽsɨ
antitrombose ˌɐ̃titɾõbɔzɨ
preá pɾia
apanágio ɐpɐnaʒju
antropossolo ɐ̃ˌtɾɔpɔsɔlu
antropófita ɐ̃tɾupɔfitɐ
antitecnologismo ˌɐ̃titɛknuluʒiʒmu
nanicos nɐnikuʃ
vivos mɔɾtuʒ vivuʃ
antissocialismo ˌɐ̃tisusjɐliʒmu
antitransportador ˌɐ̃titɾɐ̃ʃpuɾtɐdoɾ
hotel ɐˌpaɾtɔtɛl
anulador ɐnulɐdoɾ
antropotécnica ɐ̃ˌtɾɔpɔtɛknikɐ
paquistaneses pɐkiʃtɐnezɨʃ
antivivisseccionismo ˌɐ̃tivivisɛksjuniʒmu
antroponomia ɐ̃ˌtɾɔpɔnumiɐ
antissubjetivismo ˌɐ̃tisubʒɛtiviʒmu
paquistanesa pɐkiʃtɐnezɐ
síria siɾjɐ
paquistanesas pɐkiʃtɐnezɐʃ
antropolinguística ɐ̃ˌtɾɔpɔlĩɡwiʃtikɐ
sanguinária sɐ̃ɡinaɾjɐ
tirolesa tiɾulezɐ
sedentária sɨdẽtaɾjɐ
absorvedora ɐbsoɾvɨdoɾɐ
absorvedoras ɐbsoɾvɨdoɾɐʃ
africana sul‿ɐfɾikɐnɐ
autárquicas awtaɾkikɐʃ
apídeo ɐpidju
arfagem ɐɾfaʒɐ̃j̃
assamento ɐsɐmẽtu
aposiopese ɐˌpɔzjɔpɛzɨ
aplísia ɐplizjɐ
absorvedores ɐbsoɾvɨdoɾɨʃ
atestação ɐtɨʃtɐsɐ̃w̃
açoitamento ɐsojtɐmẽtu
salvadorenha salvɐduɾɐ(j)ɲɐ
balanco bɐlɐ̃ku
terra ɐsɐˌfɾɐ̃w̃dɐtɛʁɐ
banalização bɐnɐlizɐsɐ̃w̃
armila ɐɾmilɐ
beiral bɐjɾal
biofilme ˌbiɔfilmɨ
retrógrada ʁɨtɾɔɡɾɐdɐ
incitadora ĩsitɐdoɾɐ
lobo ˌbokɐdɨlobu
marinha ɛɾvɐ mɐɾiɲɐ
checoslovaca ʃɨkuʒluvakɐ
anticristã ˌɐ̃tikɾiʃtɐ̃
bloqueador blukjɐdoɾ
brâmane bɾɐmɐnɨ
buxinho buʃiɲu
clípeo klipju
cáiser kajzɛɾ
emulsão imulsɐ̃w̃
brulote bɾulɔtɨ
autossacrifício ˌawtɔsɐkɾifisju
catexia kɐtɨksiɐ
anão buʃu ɐnɐ̃w̃
dissensão disẽsɐ̃w̃
côndilo kõdilu
ciclotáxi siklutaksi
assimilacionista ɐsimilɐsjuniʃtɐ
denário dɨnaɾju
circunlocução siɾkũlukusɐ̃w̃
cadaste kɐdaʃtɨ
celeridade sɨlɨɾidadɨ
dissídio disidju
crioprotetor ˌkɾiɔpɾutɛtoɾ
buriti buɾiti
evasão ivɐzɐ̃w̃
fonémica funɛmikɐ
glote ɡlɔtɨ
contramedida kõtɾɐmɨdidɐ
cosmetólogo kuʒmɨtɔluɡu
cosmetologista kuʒmɨtuluʒiʃtɐ
igarapé iɡɐɾɐpɛ
contracatexia kõtɾɐkɐtɨksiɐ
foguista fuɡiʃtɐ
sal domu dɨ sal
fagocitose fɐɡusitɔzɨ
circunlóquio siɾkũlɔkju
espanglês (i)ʃpɐ̃ɡleʃ
fasciite fɐʃsjitɨ
giardíase ʒjɐɾdiɐzɨ
diencéfalo djẽsɛfɐlu
espeleologista (i)ʃpɨljuluʒiʃtɐ
espondilite (i)ʃpõdilitɨ
hidrose idɾɔzɨ
enfatuamento ẽfɐtwɐmẽtu
classificador klɐsifikɐdoɾ
escolasticismo (i)ʃkulɐʃtisiʒmu
flíper flipɛɾ
fenoloxidase fɨnuluksidazɨ
formiguinha fuɾmiɡiɲɐ
hidropisia idɾupiziɐ
glicólise ɡlikɔlizɨ
criptococose ˌkɾiptɔkukɔzɨ
conjuntivite kõʒũtivitɨ
gotícula ɡutikulɐ
bezerra ˌɛɾvɐbɨzeʁɐ
hemolisina imulizinɐ
exobiologia ˌezɔˌbiuluʒiɐ
fornalheiro fuɾnɐʎɐjɾu
essencialismo isẽsjɐliʒmu
escrófula (i)ʃkɾɔfulɐ
florescência fluɾɨʃsẽsjɐ
cnidário knidaɾju
carcamano kɐɾkɐmɐnu
docilidade dusilidadɨ
antilhano kɾio(w)lu ɐ̃tiʎɐnu
epigástrio ipiɡaʃtɾiu
desumanidade dɨzumɐnidadɨ
desabrigo dɨzɐbɾiɡu
terrestre ˌɛɾɐtɨʁɛʃtɾɨ
formicário fuɾmikaɾju
conectividade kunɨktividadɨ
frieira fɾiɐjɾɐ
encenação ẽsɨnɐsɐ̃w̃
desconstrução dɨʃkõʃtɾusɐ̃w̃
espanhola ɡɾipɨ (i)ʃpɐɲɔlɐ
hermafroditismo iɾmɐfɾuditiʒmu
macaquice mɐkɐkisɨ
joão ʒwɐ̃w̃
irritador iʁitɐdoɾ
malhação mɐʎɐsɐ̃w̃
lavamento lɐvɐmẽtu
galactosila ɡɐlɐktuzilɐ
indiferentismo ĩdifɨɾẽtiʒmu
espineta (i)ʃpinetɐ
hipercinesia ˌipɛɾsinɨziɐ
choquinha ʃukiɲɐ
joeira ʒwɐjɾɐ
indiferentista ĩdifɨɾẽtiʃtɐ
hipoglicemia ˌipɔɡlisɨmiɐ
leishmânia lɐjʃmɐnjɐ
hiperalgesia ˌipɛɾalʒɨziɐ
desperdiçador dɨʃpɨɾdisɐdoɾ
diaconisa diɐkunizɐ
magricela mɐɡɾisɛlɐ
anjo kɐˌsɐ̃w̃ɐ̃ʒu
mendacidade mẽdɐsidadɨ
mastreação mɐʃtɾiɐsɐ̃w̃
desconstrucionismo dɨʃkõʃtɾusjuniʒmu
hipercolesterolemia ˌipɛɾkɔlɨʃtɨɾɔlɨmiɐ
estrategista (i)ʃtɾɐtɨʒiʃtɐ
justiceiro ʒuʃtisɐjɾu
desionização dɨzjunizɐsɐ̃w̃
capital dilujsɐ̃w̃ dɨ kɐpital
latitudinário lɐtitudinaɾju
mar ˌfitɐdumaɾ
calênder kɐlẽdɛɾ
muscular mɨmɔɾjɐ muʃkulaɾ
lavadura lɐvɐduɾɐ
cartomancia kɐɾtumɐ̃siɐ
enfraquecimento ẽfɾɐkɨsimẽtu
internacionalização ĩtɨɾnɐsjunɐlizɐsɐ̃w̃
financiamento finɐ̃sjɐmẽtu
mitigação mitiɡɐsɐ̃w̃
frugívoro fɾuʒivuɾu
dissentimento disẽtimẽtu
animal maɡnɨtiʒmu ɐnimal
descritivismo dɨʃkɾitiviʒmu
imunoglobulina imunuɡlubulinɐ
monossacárido munusɐkaɾidu
unção (i)ʃˌtɾemɐũsɐ̃w̃
inebriação inɨbɾiɐsɐ̃w̃
nucleação nukliɐsɐ̃w̃
microgravidade ˌmikɾɔɡɾɐvidadɨ
familiaridade fɐmiljɐɾidadɨ
onirólogo ɔniɾɔluɡu
angular mumẽtu ɐ̃ɡulaɾ
oralidade ɔɾɐlidadɨ
labaça lɐbasɐ
sobrejeção subɾɨʒɛsɐ̃w̃
perfuratriz pɨɾfuɾɐtɾiʃ
tauão tawɐ̃w̃
pelagra pɨlaɡɾɐ
percolação pɨɾkulɐsɐ̃w̃
opressor ɔpɾɨsoɾ
pedantice pɨdɐ̃tisɨ
osciloscópio ɔʃsiluʃkɔpju
eletroluminescência iˌlɛtɾɔluminɨʃsẽsjɐ
parricídio pɐʁisidju
remoalho ʁɨmwaʎu
remessa ʁɨmɛsɐ
fisiognomia fizjɔɡnumiɐ
frade ˌpɐjʃɨfɾadɨ
magrelo mɐɡɾɛlu
piadeira pjɐdɐjɾɐ
ressorção ʁɨsuɾsɐ̃w̃
passarinheiro pɐsɐɾiɲɐjɾu
recozimento ʁɨkuzimẽtu
exclusivo o(w) ɐjʃkluzivu
sonegação sunɨɡɐsɐ̃w̃
peticionário pɨtisjunaɾju
sabiapoca sɐbjɐpɔkɐ
sismologista siʒmuluʒiʃtɐ
ornitóptero ɔɾnitɔptɨɾu
supuração supuɾɐsɐ̃w̃
sindicalização sĩdikɐlizɐsɐ̃w̃
frio ˌsɐ̃ɡɨfɾiu
patrioteirismo pɐtɾiutɐjɾiʒmu
sialagogo sjɐlɐɡoɡu
tabaqueira tɐbɐkɐjɾɐ
rebarbadora ʁɨbɐɾbɐdoɾɐ
respondedor ʁɨʃpõdɨdoɾ
fólio ˌpɔɾtɐfɔlju
mocassim mukɐsĩ
mocassim mukɐsĩ
sudorífero suduɾifɨɾu
suplicante suplikɐ̃tɨ
termossifão tɨɾmusifɐ̃w̃
sofredor sufɾɨdoɾ
sudorífico suduɾifiku
magnanimidade mɐɡnɐnimidadɨ
subdução subdusɐ̃w̃
urinação uɾinɐsɐ̃w̃
segregacionismo sɨɡɾɨɡɐsjuniʒmu
subempreiteiro subẽpɾɐjtɐjɾu
socioleto ˌsɔsjɔlɛtu
tribulação tɾibulɐsɐ̃w̃
humano ˌsupɛɾumɐnu
vexação vɛʃɐsɐ̃w̃
ângelus ɐ̃ʒɨluʃ
rúmen ʁumɛn
reúso ʁɨuzu
vivissecção vivisɛksɐ̃w̃
anular eˌklips‿ɐnulaɾ
vacaria vɐkɐɾiɐ
uxoricídio uksuɾisidju
vidoeiro vidwɐjɾu
subsidência subsidẽsjɐ
aperitivo viɲu ɐpɨɾitivu
terminador tɨɾminɐdoɾ
peonagem pjunaʒɐ̃j̃
sagitária sɐʒitaɾjɐ
vermífugo vɨɾmifuɡu
zoneamento zunjɐmẽtu
serpentária sɨɾpẽtaɾjɐ
íleo ilju
cáiseres kajzɛɾɨʃ
subfamília ˌsubfɐmiljɐ
pernilongo pɛɾnilõɡu
pódio pɔdju
simplismo sĩpliʒmu
sabatina sɐbɐtinɐ
antissocial tɾɐ̃ʃtoɾnu dɨ pɨɾsunɐliˌdaˌd‿ɐ̃tisusjal
reverberação ʁɨvɨɾbɨɾɐsɐ̃w̃
traquinas tɾɐkinɐʃ
tutelagem tutɨlaʒɐ̃j̃
rogação ˌsubʁuɡɐsɐ̃w̃
taquiarritmia tɐkjɐʁitmiɐ
opressores ɔpɾɨsoɾɨʃ
aplaudidor ɐplawdidoɾ
quebradeira kɨbɾɐdɐjɾɐ
quebradeira kɨbɾɐdɐjɾɐ
atendente ɐtẽdẽtɨ
varredor vɐʁɨdoɾ
pupunha pupuɲɐ
mimimi mimimi
latinidades lɐtinidadɨʃ
povoador puvwɐdoɾ
folhado fuʎadu
viruzinho viɾuziɲu
santanense sɐ̃tɐnẽsɨ
néscio nɛʃsju
modorra mudoʁɐ
arrufo ɐʁufu
anileiro ɐnilɐjɾu
afidicida ɐfidisidɐ
ancilose ɐ̃silɔzɨ
buchada buʃadɐ
angioqueratoma ɐ̃ʒjukɨɾɐtomɐ
papagaio ˌpɐjʃɨpɐpɐɡaju
apereá ɐpɨɾja
apagogia ɐpɐɡuʒiɐ
catexe kɐtɛksɨ
antélix ɐ̃tɛlikʃ
trocânter tɾukɐ̃tɛɾ
apexificação ɐpɨksifikɐsɐ̃w̃
antipartidismo ˌɐ̃tipɐɾtidiʒmu
vivisseção vivisɛsɐ̃w̃
maquilador mɐkilɐdoɾ
paratireoide pɐɾɐtiɾjɔjdɨ
antineurálgico ˌɐ̃tinewɾalʒiku
antigonadotropina ˌɐ̃tiˌɡɔnɐdɔtɾupinɐ
riozinho ˌʁiuziɲu
hipercinese ˌipɛɾsinɛzɨ
antifundacionismo ˌɐ̃tifũdɐsjuniʒmu
antinomismo ɐ̃tinumiʒmu
monossacarídio ˌmɔnɔsɐkɐɾidju
rodízio ʁudizju
antifundacionista ˌɐ̃tifũdɐsjuniʃtɐ
esquizofrênico (i)ʃkizufɾeniku
gomil ɡumil
abecoinha ɐbɨkwiɲɐ
fria ˌavɨfɾiɐ
aeromodelo ɐˌɛɾɔmudelu
andadeira ɐ̃dɐdɐjɾɐ
macho ɐˌbɾɔtɐnumaʃu
seda alɡuˌdɐ̃w̃dɨsedɐ
abibe ɐbibɨ
abibe ɐbibɨ
fajã fɐʒɐ̃
alavancagem ɐlɐvɐ̃kaʒɐ̃j̃
aproximação alɡuɾitmu d‿ɐpɾɔsimɐsɐ̃w̃
apodioxe ɐpudjɔksɨ
apodídeo ɐpudidju
apelador ɐpɨlɐdoɾ
apendículo ɐpẽdikulu
aplanação ɐplɐnɐsɐ̃w̃
apocinina ɐpusininɐ
apneia ɐpnɐjɐ
apomixia ɐpumiksiɐ
apocitocromo ɐpusitukɾomu
apelabilidade ɐpɨlɐbilidadɨ
apomorfina ɐpumuɾfinɐ
apetibilidade ɐpɨtibilidadɨ
aponeurose ɐpunewɾɔzɨ
apolinário ɐpulinaɾju
apocrisiário ɐpukɾizjaɾju
apicomplexo ɐpikõplɛksu
apofatismo ɐpɔfɐtiʒmu
apoditério ɐpuditɛɾju
apolitismo ɐpulitiʒmu
apogiatura ɐpuʒjɐtuɾɐ
apocatástase ɐpukɐtaʃtɐzɨ
apocarotenoide ɐpɔkɐɾutɨnɔjdɨ
apaziguador ɐpɐziɡwɐdoɾ
aposição ɐpuzisɐ̃w̃
apotécio ɐputɛsju
apotropismo ɐputɾupiʒmu
panaca pɐnakɐ
aprioridade ɐpɾiuɾidadɨ
apodicticidade ɐpudiktisidadɨ
aprovador ɐpɾuvɐdoɾ
apropriabilidade ɐpɾupɾiɐbilidadɨ
bombril bõbɾil
aproximador ɐpɾusimɐdoɾ
aplaudente ɐplawdẽtɨ
apocalipticista ɐpɔkɐliptisiʃtɐ
aproximante ɐpɾusimɐ̃tɨ
apodixe ɐpudiksɨ
apreendedor ɐpɾiẽdɨdoɾ
apendiculário ɐpẽdikulaɾju
apreensividade ɐpɾiẽsividadɨ
apreensibilidade ɐpɾiẽsibilidadɨ
apolinarismo ɐpulinɐɾiʒmu
apofenia ɐpɔfɨniɐ
apostolicidade ɐpuʃtulisidadɨ
apomeiose ɐpumɐjɔzɨ
apoteose ɐputɛɔzɨ
apofilita ɐpufilitɐ
apreensor ɐpɾiẽsoɾ
alunita ɐlunitɐ
agiotagem ɐʒjutaʒɐ̃j̃
apocaliptismo ɐpɔkɐliptiʒmu
apropriador ɐpɾupɾiɐdoɾ
cherne ʃɛɾnɨ
arquegónio ɐɾkɨɡɔnju
apótomo ɐpɔtumu
apózema ɐpɔzɨmɐ
aquaparque ɐkwɐpaɾkɨ
aquarista ɐkwɐɾiʃtɐ
aritmómetro ɐɾitmɔmɨtɾu
aquanauta akwɐnawtɐ
arabina ɐɾɐbinɐ
áraque aɾɐkɨ
aquarelista ɐkwɐɾɨliʃtɐ
areómetro ɐɾjɔmɨtɾu
aquosidade ɐkwuzidadɨ
araruta ɐɾɐɾutɐ
arabização ɐɾɐbizɐsɐ̃w̃
apólogo ɐpɔluɡu
argirol ɐɾʒiɾɔl
arabinopiranose ɐɾɐbinupiɾɐnɔzɨ
apófase ɐpɔfɐzɨ
aração ɐɾɐsɐ̃w̃
apuliense ɐpuljẽsɨ
araneídeo ɐɾɐnɐidju
apólise ɐpɔlizɨ
arbitragista ɐɾbitɾɐʒiʃtɐ
aquariano ɐkwɐɾjɐnu
arabinoxilano ɐɾɐbinuksilɐnu
araçari ɐɾɐsɐɾi
araucária ɐɾawkaɾjɐ
arbovírus ɐɾbuviɾuʃ
arbúsculo ɐɾbuʃkulu
arbutina ɐɾbutinɐ
arcose ɐɾkɔzɨ
araneomorfa ɐɾɐnjumɔɾfɐ
arbitrador ɐɾbitɾɐdoɾ
araribá ɐɾɐɾiba
armígero ɐɾmiʒɨɾu
arcaização ɐɾkajzɐsɐ̃w̃
ardeídeo ɐɾdɐidju
arcebispado ɐɾsɨbiʃpadu
armamentário ɐɾmɐmẽtaɾju
arborescência ɐɾbuɾɨʃsẽsjɐ
arcossólio ɐɾkusɔlju
arbório ɐɾbɔɾju
ardência ɐɾdẽsjɐ
arcontado ɐɾkõtadu
arcossegundo ɐɾkɔsɨɡũdu
areolação ɐɾjulɐsɐ̃w̃
arcaísta ɐɾkɐiʃtɐ
argentamina ɐɾʒẽtɐminɐ
argânia ɐɾɡɐnjɐ
aretologia ɐɾɨtuluʒiɐ
argentometria ɐɾʒẽtumɨtɾiɐ
cipriota ɐɾˌkadɔsipɾiɔtɐ
apódema ɐpɔdɨmɐ
argentinidade ɐɾʒẽtinidadɨ
arianização ɐɾjɐnizɐsɐ̃w̃
arcadiano ɐɾkɐdjɐnu
apódose ɐpɔduzɨ
arduidade ɐɾdujdadɨ
arabela ɐɾɐbɛlɐ
aquapuntura ɐkwɐpũtuɾɐ
aristocratismo ɐɾiʃtukɾɐtiʒmu
apuliano ɐpuljɐnu
aristocratização ɐɾiʃtukɾɐtizɐsɐ̃w̃
arcádio ɐɾkadju
arctiídeo ɐɾktjidju
areópago ɐɾjɔpɐɡu
aquicultor ɐkikultoɾ
arequeira ɐɾɨkɐjɾɐ
arilcicloexilamina ɐɾilsikluɨksilɐminɐ
aricina ɐɾisinɐ
arbitragem ɐɾbitɾaʒɐ̃j̃
canindé ɐˌɾaɾɐkɐnĩdɛ
aritmomancia ɐˌɾitmɔmɐ̃siɐ
ariloxifenoxipropionato ɐɾiluksifɨnuksipɾupjunatu
aritmomania ɐˌɾitmɔmɐniɐ
bilro bilʁu
areografia ɐɾjɔɡɾɐfiɐ
arqueomagnetismo ɐɾkjumaɡnɨtiʒmu
arfvedsonita ɐɾfvɨdsunitɐ
arcediago ˌaɾsɨdjaɡu
balípodo bɐlipudu
arrátel ɐʁatɛl
cavalo bif‿ɐ kɐvalu
marouço mɐɾo(w)su
bolapé bulɐpɛ
denguice dẽɡisɨ
coraçãozinho kuɾɐˌsɐ̃w̃ziɲu
estrompido (i)ʃtɾõpidu
carapau kɐɾɐpaw
estrupido (i)ʃtɾupidu
frioleira fɾiulɐjɾɐ
embasamento ẽˌbazɐmẽtu
balãozinho bɐˌlɐ̃w̃ziɲu
iatista jɐtiʃtɐ
coadoção ˌkoɐdɔsɐ̃w̃
pontão põtɐ̃w̃
pontão põtɐ̃w̃
orientadora ɔɾjẽtɐdoɾɐ
cacica kɐsikɐ
taumaturga tawmɐtuɾɡɐ
laudação lawdɐsɐ̃w̃
lajeado lɐʒjadu
pinote pinɔtɨ
monocasta ˌmɔnɔkaʃtɐ
pinotes pinɔtɨʃ
pevide pɨvidɨ
pebol ˌpɛbɔl
lacinho lɐsiɲu
pacotilha pɐkutiʎɐ
guardador ɡwɐɾdɐdoɾ
prontuário pɾõtwaɾju
galho ˌkɛbɾɐɡaʎu
émulo ɛmulu
pardieiro pɐɾdjɐjɾu
noivinha nojviɲɐ
parideira pɐɾidɐjɾɐ
portuguesismo puɾtuɡɨziʒmu
ramalhete ʁɐmɐʎetɨ
safadeza sɐfɐdezɐ
recalculação ʁɨkalkulɐsɐ̃w̃
renque ʁẽkɨ
roubalheira ʁo(w)bɐʎɐjɾɐ
roupeiro ʁo(w)pɐjɾu
remexida ʁɨmɨʃidɐ
epidemiólogo epidɨmjɔluɡu
sachola sɐʃɔlɐ
seguradora sɨɡuɾɐdoɾɐ
valorização vɐluɾizɐsɐ̃w̃
sobrevalor subɾɨvɐloɾ
vedor vɨdoɾ
valado vɐladu
volteio voltɐju
subdelegacia ˌsubdɨlɨɡɐsiɐ
trepação tɾɨpɐsɐ̃w̃
tontice tõtisɨ
ariídeo ɐɾjidju
armista ɐɾmiʃtɐ
armanhaque ɐɾmɐɲakɨ
armilária ɐɾmilaɾjɐ
arminianismo ɐɾminjɐniʒmu
trapalhada tɾɐpɐʎadɐ
arminiano ɐɾminjɐnu
arquêntero ɐɾkẽtɨɾu
armórico ɐɾmɔɾiku
oveiro ɔvɐjɾu
guedelha ɡɨdɐ(j)ʎɐ
arquivilão ɐɾkivilɐ̃w̃
arquibasílica ɐɾkibɐzilikɐ
dejeção dɨʒɛsɐ̃w̃
imprecisão ĩpɾɨsizɐ̃w̃
uapiti wɐpiti
decência dɨsẽsjɐ
arqueu ɐɾkew
cagarra kɐɡaʁɐ
arquirrival ɐɾkiʁival
hipercubo ˌipɛɾkubu
aicebergue ˌajsɨbɛɾɡɨ
arquimago ɐɾkimaɡu
artrómetro ɐɾtɾɔmɨtɾu
eremitério iɾɨmitɛɾju
arritmogénese ɐˌʁitmɔʒɛnɨzɨ
bissemanal bisɨmɐnal
noute no(w)tɨ
náutilo nawtilu
fantocheiro fɐ̃tuʃɐjɾu
fornicação fuɾnikɐsɐ̃w̃
arrieiro ɐʁjɐjɾu
pernoitamento pɨɾnojtɐmẽtu
endeusamento ẽdewzɐmẽtu
ouro ˌvaɾɐd‿o(w)ɾu
cozinha sal dɨ kuziɲɐ
inglês ˌkɾɛm‿ĩɡleʃ
turca ˌʁolɐtuɾkɐ
polar bɐkɐʎaw pulaɾ
pardela pɐɾdɛlɐ
premonição pɾɨmunisɐ̃w̃
kickboxe kikbɔkʃ
guinéu ɡinɛw
pardelha pɐɾdɐ(j)ʎɐ
côvado kovɐdu
hematologista imɐtuluʒiʃtɐ
proletário pɾulɨtaɾju
baquelite bɐkɨlitɨ
arreflexia ɐʁɨflɛksiɐ
esperteza (i)ʃpɨɾtezɐ
arquidiácono ɐɾkidjakunu
arquiducado ɐɾkidukadu
carcará kɐɾkɐɾa
árabe ɔɾiks aɾɐbɨ
xilose ʃilɔzɨ
pãozinho ˌpɐ̃w̃ziɲu
fecundação fɨkũdɐsɐ̃w̃
arrogação ɐʁuɡɐsɐ̃w̃
artroscópio ɐɾtɾɔʃkɔpju
mícron mikɾɔn
estenose (i)ʃtɨnɔzɨ
arquichanceler ɐɾkiʃɐ̃sɨlɛɾ
granularidade ɡɾɐnulɐɾidadɨ
ceifeiro sɐjfɐjɾu
pilarete pilɐɾetɨ
polinésio pulinɛzju
