abdominales aβ̞ð̞ominales
guineocuatoriano ɡineokwat̪oɾjano
enllave ẽɲɟ͡ʝaβ̞e
crencha kɾẽnʲt͡ʃa
confederalismo kõɱfeð̞eɾalizmo
confederalista kõɱfeð̞eɾalist̪a
grupiento ɡɾupjẽn̪t̪o
crica kɾika
taray t̪aɾai̯
tomatodo t̪omat̪oð̞o
beterraga bet̪eraɣ̞a
paisito pai̯sit̪o
piernita pjeɾnit̪a
electroterapia eleɣ̞t̪ɾot̪eɾapja
isletero islet̪eɾo
estipendiario est̪ipẽn̪d̪jaɾjo
pirujo piɾuxo
pendejón pẽn̪d̪exõn
entomatadas ẽn̪t̪omat̪að̞as
iqueñas ikeɲas
iqueños ikeɲos
iqueña ikeɲa
guineocuatorianas ɡineokwat̪oɾjanas
guineocuatoriana ɡineokwat̪oɾjana
enllaves ẽɲɟ͡ʝaβ̞es
guineocuatorianos ɡineokwat̪oɾjanos
crenchas kɾẽnʲt͡ʃas
trasterrada t̪ɾast̪erað̞a
comprometimiento kõmpɾomet̪imjẽn̪t̪o
aspillera aspiʝeɾa
sellador seʝað̞oɾ
semanita semanit̪a
pandillerismo pãn̪d̪iʝeɾizmo
istmeño izð̞meɲo
linfoblasto lĩɱfoβ̞last̪o
latinajo lat̪inaxo
maniacas manjakas
landó lãn̪d̪o
maniacos manjakos
llajua ɟ͡ʝaxwa
limosnero limozneɾo
espumita espumit̪a
artesa aɾt̪esa
alodio aloð̞jo
actinomicosis aɣ̞t̪inomikosis
tasugo t̪asuɣ̞o
páprika papɾika
panetón panet̪õn
detritívoro d̪et̪ɾit̪iβ̞oɾo
futillo fut̪iʝo
pajarero paxaɾeɾo
cachipolla kat͡ʃipoʝa
robledal roβ̞leð̞al
loretana loɾet̪ana
istmeñas izð̞meɲas
istmeña izð̞meɲa
istmeños izð̞meɲos
detritívoros d̪et̪ɾit̪iβ̞oɾos
pichona pit͡ʃona
nidito nið̞it̪o
autoimagen au̯t̪oi̯maxẽn
oncohematología õŋkoemat̪oloxia
llamita ɟ͡ʝamit̪a
orquestador oɾkest̪að̞oɾ
galletica ɡaʝet̪ika
consejillo kõnsexiʝo
mandarria mãn̪d̪arja
sobrestadía soβ̞ɾest̪að̞ia
maduradero mað̞uɾað̞eɾo
multisápida mul̪t̪isapið̞a
velerista beleɾist̪a
sobrepique soβ̞ɾepike
enfriador ẽɱfɾjað̞oɾ
estanquillo est̪ãŋkiʝo
madrero mað̞ɾeɾo
andarivel ãn̪d̪aɾiβ̞el
terrenito t̪erenit̪o
pinturita pĩn̪t̪uɾit̪a
huellita w̝eʝit̪a
granjita ɡɾãŋxit̪a
cachiporrista kat͡ʃiporist̪a
viejismo bjexizmo
sobremortalidad soβ̞ɾemoɾt̪alið̞að̞
sobrepiso soβ̞ɾepiso
castrador kast̪ɾað̞oɾ
apepista apepist̪a
multilingüismo mul̪t̪ilĩŋɡwizmo
sobretensión soβ̞ɾet̪ẽnsjõn
sobrevoltaje soβ̞ɾeβ̞ol̪t̪axe
némesis nemesis
daiquirí d̪ai̯kiɾi
vóleibol bolei̯β̞ol
cumbiera kũmbjeɾa
montuvia mõn̪t̪uβ̞ja
criteriada kɾit̪eɾjað̞a
nortina noɾt̪ina
fanales fanales
canita kanit̪a
sesera seseɾa
urocultivo uɾokul̪t̪iβ̞o
gamín ɡamĩn
sojal soxal
esposamiento esposamjẽn̪t̪o
bolindre bolĩn̪d̪ɾe
cuajarón kwaxaɾõn
triate t̪ɾjat̪e
ricota rikot̪a
tiradera t̪iɾað̞eɾa
David esˌt̪ɾeʝa ð̞e ð̞aβ̞ið̞
abrillantador aβ̞ɾiʝãn̪t̪að̞oɾ
libracos liβ̞ɾakos
libraco liβ̞ɾako
demérito d̪emeɾit̪o
jiñada xiɲað̞a
garompa ɡaɾõmpa
gafuda ɡafuð̞a
cambuche kãmbut͡ʃe
pésol pesol
asentaderas asẽn̪t̪að̞eɾas
enredamiento ẽnreð̞amjẽn̪t̪o
redoblamiento reð̞oβ̞lamjẽn̪t̪o
troquel t̪ɾokel
ponqué põŋke
queltehue kel̪t̪ewe
gorrino ɡorino
verija beɾixa
redobladura reð̞oβ̞lað̞uɾa
hombrillo õmbɾiʝo
entalladura ẽn̪t̪aʝað̞uɾa
doméstica ẽmpleˌað̞a ð̞omest̪ika
piamontés pjamõn̪t̪es
piamontés pjamõn̪t̪es
harnero aɾneɾo
hombrillos õmbɾiʝos
flemón flemõn
chuña t͡ʃuɲa
piba piβ̞a
anatolio anat̪oljo
leonera leoneɾa
leonera leoneɾa
asonante asonãn̪t̪e
badil bað̞il
alergeno aleɾxeno
almojama almoxama
templamiento t̪ẽmplamjẽn̪t̪o
petril pet̪ɾil
balatá balat̪a
leoneras leoneɾas
anatolia anat̪olja
acólita akolit̪a
pucté puɣ̞t̪e
temita t̪emit̪a
huacalito w̝akalit̪o
tostadito t̪ost̪að̞it̪o
polvito polβ̞it̪o
refresquito refɾeskit̪o
mariconada maɾikonað̞a
exsindicalista eɣ̞sĩn̪d̪ikalist̪a
autorreflexión au̯t̪orefleɣ̞sjõn
envasador ẽmbasað̞oɾ
licha lit͡ʃa
estent est̪ẽn̪t̪
webcómic weβ̞komik
moro ˌoɾo i el moɾo
juey xwei̯
corpachón koɾpat͡ʃõn
procónsul pɾokõnsul
merendero meɾẽn̪d̪eɾo
calientapiés kaljẽn̪t̪apjes
chicota t͡ʃikot̪a
chupetín t͡ʃupet̪ĩn
cortadito koɾt̪að̞it̪o
otorongo ot̪oɾõŋɡo
sobreedad soβ̞ɾeeð̞að̞
Sangley sãŋɡlei̯
protologismos pɾot̪oloxizmos
protologismo pɾot̪oloxizmo
sobredimensionamiento soβ̞ɾeð̞imẽnsjonamjẽn̪t̪o
mesilla mesiʝa
salitral salit̪ɾal
tinterillo t̪ĩn̪t̪eɾiʝo
huéspeda w̝espeð̞a
bajel baxel
jonio xonjo
venablo benaβ̞lo
espigadora espiɣ̞að̞oɾa
pontón põn̪t̪õn
femboy fẽmboi̯
romera romeɾa
cortaditos koɾt̪að̞it̪os
jonia xonja
loteo lot̪eo
rimadora rimað̞oɾa
blandura blãn̪d̪uɾa
rueca rweka
malmaridado malmaɾið̞að̞o
apostura apost̪uɾa
madona mað̞ona
gachó ɡat͡ʃo
valimiento balimjẽn̪t̪o
cadí kað̞i
ojillo oxiʝo
detenedor d̪et̪eneð̞oɾ
fabla faβ̞la
cortesana koɾt̪esana
fablas faβ̞las
malmaridados malmaɾið̞að̞os
malmaridadas malmaɾið̞að̞as
malmaridada malmaɾið̞að̞a
sotos sot̪os
continos kõn̪t̪inos
pechá pet͡ʃa
pechá pet͡ʃa
tablado t̪aβ̞lað̞o
pecha pet͡ʃa
pechada pet͡ʃað̞a
amaneramiento amaneɾamjẽn̪t̪o
magín maxĩn
animalidad animalið̞að̞
escrupulosidad eskɾupulosið̞að̞
irrisión irisjõn
balumba balũmba
pichana pit͡ʃana
feudalidad feu̯ð̞alið̞að̞
idealidad ið̞ealið̞að̞
nidada nið̞að̞a
odiosidad oð̞josið̞að̞
hilito ilit̪o
instabilidad ĩnst̪aβ̞ilið̞að̞
gentilidad xẽn̪t̪ilið̞að̞
puerilidad pweɾilið̞að̞
volubilidad boluβ̞ilið̞að̞
inembargabilidad inẽmbaɾɣ̞aβ̞ilið̞að̞
acometividad akomet̪iβ̞ið̞að̞
ecuatorianidad ekwat̪oɾjanið̞að̞
primito pɾimit̪o
ranchito rãnʲt͡ʃit̪o
oblicuidad oβ̞likwið̞að̞
exigibilidad eɣ̞sixiβ̞ilið̞að̞
manojito manoxit̪o
capitalito kapit̪alit̪o
pañolito paɲolit̪o
puñadito puɲað̞it̪o
imperturbabilidad ĩmpeɾt̪uɾβ̞aβ̞ilið̞að̞
pañuelito paɲwelit̪o
gauchito ɡau̯t͡ʃit̪o
inmutabilidad ĩmmut̪aβ̞ilið̞að̞
verbosidad beɾβ̞osið̞að̞
jorobadito xoɾoβ̞að̞it̪o
barrilito barilit̪o
velillo beliʝo
incorruptibilidad ĩŋkoruβ̞t̪iβ̞ilið̞að̞
galleguito ɡaʝeɣ̞it̪o
autoexclusión au̯t̪oeɣ̞sklusjõn
damita d̪amit̪a
obrita oβ̞ɾit̪a
miajita mjaxit̪a
tiíta t̪iit̪a
caballerito kaβ̞aʝeɾit̪o
miaja mjaxa
esquelita eskelit̪a
temporadita t̪ẽmpoɾað̞it̪a
almita almit̪a
mosquita moskit̪a
cartita kaɾt̪it̪a
ventanita bẽn̪t̪anit̪a
hojita oxit̪a
cabritillo kaβ̞ɾit̪iʝo
tablita t̪aβ̞lit̪a
discursillo d̪iskuɾsiʝo
sombrerillo sõmbɾeɾiʝo
jardinillo xaɾð̞iniʝo
sonrisita sõnrisit̪a
lanilla laniʝa
farolillo faɾoliʝo
sonrisilla sõnrisiʝa
mariposilla maɾiposiʝa
capillita kapiʝit̪a
risilla risiʝa
ropilla ropiʝa
espaldilla espal̪d̪iʝa
nepalí nepali
nepalí nepali
almilla almiʝa
cadenilla kað̞eniʝa
cheras t͡ʃeɾas
escalerita eskaleɾit̪a
aligustre aliɣ̞ust̪ɾe
castañar kast̪aɲaɾ
baladronada balað̞ɾonað̞a
aduar að̞waɾ
fiadora fjað̞oɾa
papelucho papelut͡ʃo
cauchero kau̯t͡ʃeɾo
vetustense bet̪ust̪ẽnse
pulmonóloga pulmonoloɣ̞a
taxónoma t̪aɣ̞sonoma
tendales t̪ẽn̪d̪ales
vetustenses bet̪ust̪ẽnses
tañedora t̪aɲeð̞oɾa
exclusivismo eɣ̞sklusiβ̞izmo
ganitas ɡanit̪as
histerismo ist̪eɾizmo
bolchevismo bolʲt͡ʃeβ̞izmo
hachón at͡ʃõn
sorianito soɾjanit̪o
gomoso ɡomoso
francmasón fɾãŋɡmasõn
montonero mõn̪t̪oneɾo
sementera semẽn̪t̪eɾa
tembladera t̪ẽmblað̞eɾa
derrumbadero d̪erũmbað̞eɾo
agostadero aɣ̞ost̪að̞eɾo
garrotero ɡarot̪eɾo
fondero fõn̪d̪eɾo
confitero kõɱfit̪eɾo
carrero kareɾo
promisión pɾomisjõn
rondón rõn̪d̪õn
rondón rõn̪d̪õn
cuadrillero kwað̞ɾiʝeɾo
gascón ɡaskõn
gascón ɡaskõn
pechero pet͡ʃeɾo
palafrenero palafɾeneɾo
adormidera að̞oɾmið̞eɾa
terminacho t̪eɾminat͡ʃo
ricacho rikat͡ʃo
enredador ẽnreð̞að̞oɾ
paúl paul
picacho pikat͡ʃo
feminología feminoloxia
padrito pað̞ɾit̪o
tupinambá t̪upinãmba
balseras balseɾas
balsera balseɾa
sitiador sit̪jað̞oɾ
fautora fau̯t̪oɾa
tonelera t̪oneleɾa
cosechera koset͡ʃeɾa
armiguera aɾmiɣ̞eɾa
palmetas palmet̪as
tulipanera t̪ulipaneɾa
garrotera ɡarot̪eɾa
confitera kõɱfit̪eɾa
cartonera kaɾt̪oneɾa
francmasones fɾãŋɡmasones
palafrenera palafɾeneɾa
adormideras að̞oɾmið̞eɾas
despensera d̪espẽnseɾa
gascones ɡaskones
dómine d̪omine
tantico t̪ãn̪t̪iko
palique palike
hilillo iliʝo
saquillo sakiʝo
braserillo bɾaseɾiʝo
trapillo t̪ɾapiʝo
corderillo koɾð̞eɾiʝo
vestidillo best̪ið̞iʝo
mediquillo með̞ikiʝo
espejillo espexiʝo
pelillo peliʝo
tejadillo t̪exað̞iʝo
estudiantillo est̪uð̞jãn̪t̪iʝo
cantarillo kãn̪t̪aɾiʝo
ventorrillo bẽn̪t̪oriʝo
empleadillo ẽmpleað̞iʝo
aquilón akilõn
desabrimiento d̪esaβ̞ɾimjẽn̪t̪o
trapisonda t̪ɾapisõn̪d̪a
velón belõn
tiesura t̪jesuɾa
tisú t̪isu
apretura apɾet̪uɾa
mohíno moino
enrutamiento ẽnrut̪amjẽn̪t̪o
enrutador ẽnrut̪að̞oɾ
fariseas faɾiseas
habitadora aβ̞it̪að̞oɾa
sufragáneo sufɾaɣ̞aneo
entablamento ẽn̪t̪aβ̞lamẽn̪t̪o
reactividad reaɣ̞t̪iβ̞ið̞að̞
yesería ɟ͡ʝeseɾia
marrocas marokas
misionaria misjonaɾja
misionarias misjonaɾjas
borrachón borat͡ʃõn
miocarditis mjokaɾð̞it̪is
borrachona borat͡ʃona
cabuyo kaβ̞uʝo
almojábana almoxaβ̞ana
colirio koliɾjo
dístico d̪ist̪iko
andalusí ãn̪d̪alusi
plántula plãn̪t̪ula
retícula ret̪ikula
toscanas t̪oskanas
toscanos t̪oskanos
dovela d̪oβ̞ela
folleteo foʝet̪eo
etnolingüística eð̞nolĩŋɡwist̪ika
taponadora t̪aponað̞oɾa
taponador t̪aponað̞oɾ
demostrador d̪emost̪ɾað̞oɾ
tapial t̪apjal
publicador puβ̞likað̞oɾ
cardinalidad kaɾð̞inalið̞að̞
disipador d̪isipað̞oɾ
fisiopatología fisjopat̪oloxia
inflamabilidad ĩɱflamaβ̞ilið̞að̞
lateralidad lat̪eɾalið̞að̞
orbitador oɾβ̞it̪að̞oɾ
heredabilidad eɾeð̞aβ̞ilið̞að̞
reversibilidad reβ̞eɾsiβ̞ilið̞að̞
dorador d̪oɾað̞oɾ
continentalidad kõn̪t̪inẽn̪t̪alið̞að̞
porteador poɾt̪eað̞oɾ
improvisador ĩmpɾoβ̞isað̞oɾ
acordeonero akoɾð̞eoneɾo
aparejador apaɾexað̞oɾ
cuantificador kwãn̪t̪ifikað̞oɾ
entallador ẽn̪t̪aʝað̞oɾ
cartelista kaɾt̪elist̪a
almagrista almaɣ̞ɾist̪a
albar alβ̞aɾ
indigenista ĩn̪d̪ixenist̪a
yrigoyenista iɾiɣ̞oʝenist̪a
agrarista aɣ̞ɾaɾist̪a
aparejadora apaɾexað̞oɾa
demostradora d̪emost̪ɾað̞oɾa
minadora minað̞oɾa
acordeonera akoɾð̞eoneɾa
publicadora puβ̞likað̞oɾa
entalladora ẽn̪t̪aʝað̞oɾa
doradora d̪oɾað̞oɾa
afuste afust̪e
extrañamiento eɣ̞st̪ɾaɲamjẽn̪t̪o
sobreexpresión soβ̞ɾeeɣ̞spɾesjõn
cobertera koβ̞eɾt̪eɾa
ramilla ramiʝa
réflex refleɣ̞s
suerte ˌuβ̞az ð̞e la sweɾt̪e
helenismo elenizmo
objetivismo oβ̞xet̪iβ̞izmo
sodero soð̞eɾo
informalismo ĩɱfoɾmalizmo
oruguero oɾuɣ̞eɾo
modelismo moð̞elizmo
varadero baɾað̞eɾo
subred suβ̞reð̞
arriano arjano
apartadero apaɾt̪að̞eɾo
estanquera est̪ãŋkeɾa
estasis est̪asis
mielero mjeleɾo
tabernera t̪aβ̞eɾneɾa
doctrinero d̪oɣ̞t̪ɾineɾo
humilladero umiʝað̞eɾo
henequenero enekeneɾo
villero biʝeɾo
cucarachero kukaɾat͡ʃeɾo
exónimo eɣ̞sonimo
pistolete pist̪olet̪e
alcalosis alkalosis
timonera t̪imoneɾa
sabanero saβ̞aneɾo
sobrepesca soβ̞ɾepeska
postítulo post̪it̪ulo
atamanes at̪amanes
atamán at̪amãn
antesis ãn̪t̪esis
fueguino fweɣ̞ino
cobijita koβ̞ixit̪a
estiaje est̪jaxe
manchita mãnʲt͡ʃit̪a
escurrimiento eskurimjẽn̪t̪o
destronamiento d̪est̪ɾonamjẽn̪t̪o
aclaramiento aklaɾamjẽn̪t̪o
prendimiento pɾẽn̪d̪imjẽn̪t̪o
reagrupamiento reaɣ̞ɾupamjẽn̪t̪o
heredamiento eɾeð̞amjẽn̪t̪o
ajardinamiento axaɾð̞inamjẽn̪t̪o
frotamiento fɾot̪amjẽn̪t̪o
escalonamiento eskalonamjẽn̪t̪o
enrollamiento ẽnroʝamjẽn̪t̪o
equipón ekipõn
autosostenibilidad au̯t̪osost̪eniβ̞ilið̞að̞
triquini t̪ɾikini
triangulito t̪ɾjãŋɡulit̪o
ubiquidad uβ̞ikið̞að̞
legionelosis lexjonelosis
ofertón ofeɾt̪õn
ariqueño aɾikeɲo
transmisibilidad t̪ɾãnzmisiβ̞ilið̞að̞
organera oɾɣ̞aneɾa
arriana arjana
sodera soð̞eɾa
vandeanos bãn̪d̪eanos
vandeanas bãn̪d̪eanas
fueguina fweɣ̞ina
arcaísmos aɾkaizmos
puntana pũn̪t̪ana
carpetana kaɾpet̪ana
costalera kost̪aleɾa
sabanera saβ̞aneɾa
villera biʝeɾa
rinconada rĩŋkonað̞a
warfarina waɾfaɾina
definidor d̪efinið̞oɾ
paíño paiɲo
elaborador elaβ̞oɾað̞oɾ
camorrero kamoreɾo
palafrén palafɾẽn
correlimos korelimos
atractor at̪ɾaɣ̞t̪oɾ
mantenedor mãn̪t̪eneð̞oɾ
futesa fut̪esa
higa iɣ̞a
cosmógrafo kozmoɣ̞ɾafo
rifeño rifeɲo
estatina est̪at̪ina
husillo usiʝo
lígula liɣ̞ula
capellanía kapeʝania
aljama alxama
jacobita xakoβ̞it̪a
dentículo d̪ẽn̪t̪ikulo
rascón raskõn
nefropatía nefɾopat̪ia
gallardete ɡaʝaɾð̞et̪e
fúbol fuβ̞ol
bocacha bokat͡ʃa
huilliche w̝iʝit͡ʃe
vivaque biβ̞ak
vivac biβ̞ak
agamí aɣ̞ami
ñeque ɲeke
apofonía apofonia
audiología au̯ð̞joloxia
alamán alamãn
yaqui ɟ͡ʝaki
valaco balako
arromántico aromãn̪t̪iko
calima kalima
calina kalina
mahón maõn
luchita lut͡ʃit̪a
cagüeño kaɣ̞weɲo
barranquillo barãŋkiʝo
veranillo beɾaniʝo
nariñense naɾiɲẽnse
lareño laɾeɲo
sobreconsumo soβ̞ɾekõnsumo
pandillita pãn̪d̪iʝit̪a
spaguetti espaɣ̞et̪i
sansara sãnsaɾa
somatén somat̪ẽn
sifrinito sifɾinit̪o
cachila kat͡ʃila
manchamanteles mãnʲt͡ʃamãn̪t̪eles
alcapurria alkapurja
moroveño moɾoβ̞eɲo
cagüeña kaɣ̞weɲa
captora kaβ̞t̪oɾa
valaca balaka
alambreras alãmbɾeɾas
etolia et̪olja
alamana alamana
eyalato eʝalat̪o
matarife mat̪aɾife
lipoescultura lipoeskul̪t̪uɾa
cartelismo kaɾt̪elizmo
locro lokɾo
wéstern west̪eɾn
desvelamiento d̪ezβ̞elamjẽn̪t̪o
minecraftiano mãĩŋkɾaft̪jano
cosquillita koskiʝit̪a
impugnador ĩmpuɣ̞nað̞oɾ
cuarteta kwaɾt̪et̪a
cachón kat͡ʃõn
cupera kupeɾa
cuperas kupeɾas
cupero kupeɾo
fustán fust̪ãn
esguín ezɣ̞ĩn
sembrío sẽmbɾio
urdidor uɾð̞ið̞oɾ
pullés puʝes
cuperos kupeɾos
carabinera kaɾaβ̞ineɾa
metalmecánica met̪almekanika
lavatorio laβ̞at̪oɾjo
filogenético ˌaɾβ̞ol filoxenet̪iko
porífero poɾifeɾo
seudópodo seu̯ð̞opoð̞o
clámide klamið̞e
chismografía t͡ʃizmoɣ̞ɾafia
esponsales espõnsales
contentamiento kõn̪t̪ẽn̪t̪amjẽn̪t̪o
marqueta maɾket̪a
marqueta maɾket̪a
hablilla aβ̞liʝa
aeróbic aeɾoβ̞ik
pícher pit͡ʃeɾ
urdidora uɾð̞ið̞oɾa
filogenéticos ˌaɾβ̞oles filoxenet̪ikos
tepesiana t̪epesjana
jabata xaβ̞at̪a
fideuá fið̞ewa
pullesa puʝesa
satanistas sat̪anist̪as
papelote papelot̪e
chuvasia t͡ʃuβ̞asja
icnita iɣ̞nit̪a
obraje oβ̞ɾaxe
adoratorio að̞oɾat̪oɾjo
machón mat͡ʃõn
taleguito t̪aleɣ̞it̪o
adán að̞ãn
bromelia bɾomelja
sachavaca sat͡ʃaβ̞aka
orejón oɾexõn
agraviador aɣ̞ɾaβ̞jað̞oɾ
injuriador ĩŋxuɾjað̞oɾ
termidor t̪eɾmið̞oɾ
espata espat̪a
anón anõn
pilila pilila
pepenador pepenað̞oɾ
estoperol est̪opeɾol
planchita plãnʲt͡ʃit̪a
empanadita ẽmpanað̞it̪a
equipito ekipit̪o
umbela ũmbela
huerfanito w̝eɾfanit̪o
piorno pjoɾno
chapitel t͡ʃapit̪el
gragea ɡɾaxea
iroqués iɾokes
elisión elisjõn
manumisión manumisjõn
cardioversión kaɾð̞joβ̞eɾsjõn
obispillo oβ̞ispiʝo
espinillo espiniʝo
torillo t̪oɾiʝo
tesorillo t̪esoɾiʝo
topillo t̪opiʝo
umbelas ũmbelas
reintento rẽĩn̪t̪ẽn̪t̪o
yeyé ɟ͡ʝeʝe
fricandó fɾikãn̪d̪o
trotón t̪ɾot̪õn
calol kalol
mitín mit̪ĩn
hieratismo ɟ͡ʝeɾat̪izmo
latifundismo lat̪ifũn̪d̪izmo
calderonismo kal̪d̪eɾonizmo
yrigoyenismo iɾiɣ̞oʝenizmo
galleguismo ɡaʝeɣ̞izmo
monumentalismo monumẽn̪t̪alizmo
castellanismo kast̪eʝanizmo
coloquialismo kolokjalizmo
monarquismo monaɾkizmo
intelectualismo ĩn̪t̪eleɣ̞t̪walizmo
hiperparatiroidismo ipeɾpaɾat̪iɾoi̯ð̞izmo
mueso mweso
escalivada eskaliβ̞að̞a
rondalla rõn̪d̪aʝa
pedrusco peð̞ɾusko
infecundidad ĩɱfekũn̪d̪ið̞að̞
milagrito milaɣ̞ɾit̪o
Oja oxa
jeltzale xelʲt͡ʃale
aparatico apaɾat̪iko
alguito alɣ̞it̪o
torerillo t̪oɾeɾiʝo
solería soleɾia
sobrecomisión soβ̞ɾekomisjõn
subreino suβ̞rei̯no
contractilidad kõn̪t̪ɾaɣ̞t̪ilið̞að̞
aridad aɾið̞að̞
digestibilidad d̪ixest̪iβ̞ilið̞að̞
perdurabilidad peɾð̞uɾaβ̞ilið̞að̞
minoridad minoɾið̞að̞
extensibilidad eɣ̞st̪ẽnsiβ̞ilið̞að̞
transitividad t̪ɾãnsit̪iβ̞ið̞að̞
virtuosidad biɾt̪wosið̞að̞
tridimensionalidad t̪ɾið̞imẽnsjonalið̞að̞
pinchadiscos pĩnʲt͡ʃað̞iskos
reflexividad refleɣ̞siβ̞ið̞að̞
recursividad rekuɾsiβ̞ið̞að̞
retrocompatibilidad ret̪ɾokõmpat̪iβ̞ilið̞að̞
afidávit afið̞aβ̞it̪
ángelo ãŋxelo
curueña kuɾweɲa
yuguero ɟ͡ʝuɣ̞eɾo
paragón paɾaɣ̞õn
calcaño kalkaɲo
alopatía alopat̪ia
maléolo maleolo
florón floɾõn
metátesis met̪at̪esis
grafología ɡɾafoloxia
modillón moð̞iʝõn
rotulito rot̪ulit̪o
macaneador makaneað̞oɾ
cañadón kaɲað̞õn
tetón t̪et̪õn
generaleño xeneɾaleɲo
pacharán pat͡ʃaɾãn
tanate t̪anat̪e
permisión peɾmisjõn
modelamiento moð̞elamjẽn̪t̪o
achatamiento at͡ʃat̪amjẽn̪t̪o
enclavamiento ẽŋklaβ̞amjẽn̪t̪o
dimensionamiento d̪imẽnsjonamjẽn̪t̪o
truncamiento t̪ɾũŋkamjẽn̪t̪o
desacoplamiento d̪esakoplamjẽn̪t̪o
cabalgamiento kaβ̞alɣ̞amjẽn̪t̪o
laparoscopía lapaɾoskopia
gatopardo ɡat̪opaɾð̞o
chueta t͡ʃwet̪a
alhóndiga alõn̪d̪iɣ̞a
caburé kaβ̞uɾe
rebasamiento reβ̞asamjẽn̪t̪o
gaseamiento ɡaseamjẽn̪t̪o
aligeramiento alixeɾamjẽn̪t̪o
afinamiento afinamjẽn̪t̪o
cornisamiento koɾnisamjẽn̪t̪o
confrontamiento kõɱfɾõn̪t̪amjẽn̪t̪o
desenmascaramiento d̪esẽmmaskaɾamjẽn̪t̪o
abovedamiento aβ̞oβ̞eð̞amjẽn̪t̪o
embolsamiento ẽmbolsamjẽn̪t̪o
marchitamiento maɾt͡ʃit̪amjẽn̪t̪o
espesamiento espesamjẽn̪t̪o
constreñimiento kõnst̪ɾeɲimjẽn̪t̪o
sofocamiento sofokamjẽn̪t̪o
redondeamiento reð̞õn̪d̪eamjẽn̪t̪o
encajamiento ẽŋkaxamjẽn̪t̪o
palabro palaβ̞ɾo
perroflauta peroflau̯t̪a
bacacho bakat͡ʃo
kenke kẽŋke
fóvea foβ̞ea
subcapítulo suβ̞kapit̪ulo
subcapítulos suβ̞kapit̪ulos
familiar reu̯ˌnjõɱ familjaɾ
familiares reu̯ˌnjones familjaɾes
inadmisibilidad inað̞misiβ̞ilið̞að̞
atonalidad at̪onalið̞að̞
deseabilidad d̪eseaβ̞ilið̞að̞
favorabilidad faβ̞oɾaβ̞ilið̞að̞
anulabilidad anulaβ̞ilið̞að̞
morbimortalidad moɾβ̞imoɾt̪alið̞að̞
patentabilidad pat̪ẽn̪t̪aβ̞ilið̞að̞
colegialidad kolexjalið̞að̞
invariabilidad ĩmbaɾjaβ̞ilið̞að̞
biocompatibilidad bjokõmpat̪iβ̞ilið̞að̞
colinealidad kolinealið̞að̞
fotosensibilidad fot̪osẽnsiβ̞ilið̞að̞
sumidad sumið̞að̞
imprescriptibilidad ĩmpɾeskɾiβ̞t̪iβ̞ilið̞að̞
distensibilidad d̪ist̪ẽnsiβ̞ilið̞að̞
fajín faxĩn
píleo pileo
punibilidad puniβ̞ilið̞að̞
vergajo beɾɣ̞axo
fusilito fusilit̪o
engrasador ẽŋɡɾasað̞oɾ
relatoría relat̪oɾia
progestágeno pɾoxest̪axeno
puertita pweɾt̪it̪a
huertista w̝eɾt̪ist̪a
vascoparlante baskopaɾlãn̪t̪e
chorlitejo t͡ʃoɾlit̪exo
ñajo ɲaxo
caraculo kaɾakulo
clorofluocarbonos kloɾoflwokaɾβ̞onos
clorofluocarbono kloɾoflwokaɾβ̞ono
clorofluorocarbonos kloɾoflwoɾokaɾβ̞onos
clorofluorocarbono kloɾoflwoɾokaɾβ̞ono
eliminadora eliminað̞oɾa
eliminadoras eliminað̞oɾas
bocachancla bokat͡ʃãŋkla
eliminador eliminað̞oɾ
eliminadores eliminað̞oɾes
viejoven bjexoβ̞ẽn
trilema t̪ɾilema
mascotita maskot̪it̪a
ñorsa ɲoɾsa
yiyi ɟ͡ʝiʝi
ñorso ɲoɾso
garrofa ɡarofa
facu faku
arepita aɾepit̪a
inyectadora ĩɲɟ͡ʝeɣ̞t̪að̞oɾa
drapeado d̪ɾapeað̞o
tirio t̪iɾjo
rochelero rot͡ʃeleɾo
pitiyanqui pit̪iʝãŋki
correíto koreit̪o
derrotabilidad d̪erot̪aβ̞ilið̞að̞
keperí kepeɾi
michelín mit͡ʃelĩn
llegadero ɟ͡ʝeɣ̞að̞eɾo
legitimario lexit̪imaɾjo
laterita lat̪eɾit̪a
palmeral palmeɾal
agarrón aɣ̞arõn
reglano reɣ̞lano
mantense mãn̪t̪ẽnse
peloterito pelot̪eɾit̪o
sigüís siɣ̞wis
edificador eð̞ifikað̞oɾ
bahamés baames
validismo balið̞izmo
conformador kõɱfoɾmað̞oɾ
tripanosomiasis t̪ɾipanosomjasis
monomios monomjos
misis misis
migajón miɣ̞axõn
bailío bai̯lio
gabela ɡaβ̞ela
guardapelo ɡwaɾð̞apelo
ruano rwano
alimoche alimot͡ʃe
pájara paxaɾa
cristino kɾist̪ino
llamante ɟ͡ʝamãn̪t̪e
buscapalabras buskapalaβ̞ɾas
autoparodia au̯t̪opaɾoð̞ja
cogulla koɣ̞uʝa
conjuntividad kõŋxũn̪t̪iβ̞ið̞að̞
podemita poð̞emit̪a
mandinga mãn̪d̪ĩŋɡa
mamella mameʝa
nilón nilõn
hidratante ˌkɾema ið̞ɾat̪ãn̪t̪e
hidratantes ˌkɾemas ið̞ɾat̪ãn̪t̪es
serpentín seɾpẽn̪t̪ĩn
horqueta oɾket̪a
